Date,Translated version,Original tweet,Media source link
2018-02-22,"On behalf of an entire Nation, CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA… https://t.co/1dpsf8yqdq","On behalf of an entire Nation, CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA… https://t.co/1dpsf8yqdq","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966711641378381826"", ""Access details here"")"
2018-02-22,Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety.  Next week it will be with our Nation’… https://t.co/USyL5x0ujR,Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety.  Next week it will be with our Nation’… https://t.co/USyL5x0ujR,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966687491616059392"", ""Access details here"")"
2018-02-22,"What many people don’t understand, or don’t want to understand, is that Wayne, Chris and the folks who work so hard… https://t.co/4I87uxDsqD","What many people don’t understand, or don’t want to understand, is that Wayne, Chris and the folks who work so hard… https://t.co/4I87uxDsqD","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966681883206668289"", ""Access details here"")"
2018-02-22,I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and e… https://t.co/5zKlGxnVTc,I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and e… https://t.co/5zKlGxnVTc,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966662241977360384"", ""Access details here"")"
2018-02-22,....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and ot… https://t.co/NTnUcZxrle,....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and ot… https://t.co/NTnUcZxrle,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966660169194229761"", ""Access details here"")"
2018-02-22,"....History shows that a school shooting lasts, on average, 3 minutes. It takes police &amp; first responders approxima… https://t.co/v68k63he25","....History shows that a school shooting lasts, on average, 3 minutes. It takes police &amp; first responders approxima… https://t.co/v68k63he25","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966657362789568512"", ""Access details here"")"
2018-02-22,....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would als… https://t.co/wyg77QWPfn,....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would als… https://t.co/wyg77QWPfn,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966653833047887874"", ""Access details here"")"
2018-02-22,I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibil… https://t.co/Tvi4fzLbCA,I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibil… https://t.co/Tvi4fzLbCA,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966650397002813440"", ""Access details here"")"
2018-02-22,"I will always remember the time I spent today with courageous students, teachers and families. So much love in the… https://t.co/u8ZYPzhp2S","I will always remember the time I spent today with courageous students, teachers and families. So much love in the… https://t.co/u8ZYPzhp2S","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966487844662456320"", ""Access details here"")"
2018-02-21,.@FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham. Our prayer… https://t.co/Q8BrGTiHuP,.@FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham. Our prayer… https://t.co/Q8BrGTiHuP,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966420452070559749"", ""Access details here"")"
2018-02-21,"Yesterday, it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders, and to a… https://t.co/PsfNaJrfEB","Yesterday, it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders, and to a… https://t.co/PsfNaJrfEB","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966377081469882368"", ""Access details here"")"
2018-02-21,"Question: If all of the Russian meddling took place during the Obama Administration, right up to January 20th, why… https://t.co/dquN8v8VwU","Question: If all of the Russian meddling took place during the Obama Administration, right up to January 20th, why… https://t.co/dquN8v8VwU","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966321700588711936"", ""Access details here"")"
2018-02-21,The GREAT Billy Graham is dead. There was nobody like him! He will be missed by Christians and all religions. A very special man.,The GREAT Billy Graham is dead. There was nobody like him! He will be missed by Christians and all religions. A very special man.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966317112565420033"", ""Access details here"")"
2018-02-21,"@CNN @MSNBC Whether we are Republican or Democrat, we must now focus on strengthening Background Checks!","@CNN @MSNBC Whether we are Republican or Democrat, we must now focus on strengthening Background Checks!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966119932793585664"", ""Access details here"")"
2018-02-21,"So true, thank you! https://t.co/9TTXlfokYz","So true, thank you! https://t.co/9TTXlfokYz","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966118856874971138"", ""Access details here"")"
2018-02-21,Bad ratings @CNN &amp; @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall. They probably kne… https://t.co/1s5PQaBe2g,Bad ratings @CNN &amp; @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall. They probably kne… https://t.co/1s5PQaBe2g,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966117265426001920"", ""Access details here"")"
2018-02-20,"Main Street is BOOMING thanks to our incredible TAX CUT and Reform law. ""This shows small-business owners are more… https://t.co/gkJczuVCt6","Main Street is BOOMING thanks to our incredible TAX CUT and Reform law. ""This shows small-business owners are more… https://t.co/gkJczuVCt6","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/966006815745040384"", ""Access details here"")"
2018-02-20,....cameras running. Another False Accusation. Why doesn’t @washingtonpost report the story of the women taking mon… https://t.co/OTpK1KLYOL,....cameras running. Another False Accusation. Why doesn’t @washingtonpost report the story of the women taking mon… https://t.co/OTpK1KLYOL,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965971586913374208"", ""Access details here"")"
2018-02-20,"A woman I don’t know and, to the best of my knowledge, never met, is on the FRONT PAGE of the Fake News Washington… https://t.co/lWlDMu6gxb","A woman I don’t know and, to the best of my knowledge, never met, is on the FRONT PAGE of the Fake News Washington… https://t.co/lWlDMu6gxb","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965968309358333952"", ""Access details here"")"
2018-02-20,"I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!","I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965943827931549696"", ""Access details here"")"
2018-02-20,"Hope Republicans in the Great State of Pennsylvania challenge the new “pushed” Congressional Map, all the way to th… https://t.co/bT190oQKpM","Hope Republicans in the Great State of Pennsylvania challenge the new “pushed” Congressional Map, all the way to th… https://t.co/bT190oQKpM","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965937068907073536"", ""Access details here"")"
2018-02-20,Matt Schlapp and CPAC are getting ready for another exciting event. Big difference from those days when President O… https://t.co/KxKVJL0Bc4,Matt Schlapp and CPAC are getting ready for another exciting event. Big difference from those days when President O… https://t.co/KxKVJL0Bc4,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965935035328155649"", ""Access details here"")"
2018-02-20,"Republicans are now leading the Generic Poll, perhaps because of the popular Tax Cuts which the Dems want to take a… https://t.co/TQfyR96KP8","Republicans are now leading the Generic Poll, perhaps because of the popular Tax Cuts which the Dems want to take a… https://t.co/TQfyR96KP8","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965932714141650946"", ""Access details here"")"
2018-02-20,....The President Obama quote just before election. That’s because he thought Crooked Hillary was going to win and… https://t.co/59Wli8q1pN,....The President Obama quote just before election. That’s because he thought Crooked Hillary was going to win and… https://t.co/59Wli8q1pN,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965930611272712192"", ""Access details here"")"
2018-02-20,"“There is no serious person out there who would suggest somehow that you could even rig America’s elections, there’… https://t.co/eJ9M6A2H50","“There is no serious person out there who would suggest somehow that you could even rig America’s elections, there’… https://t.co/eJ9M6A2H50","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965928352614965248"", ""Access details here"")"
2018-02-20,Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russ… https://t.co/SI7CxX4a7C,Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russ… https://t.co/SI7CxX4a7C,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965925223949357056"", ""Access details here"")"
2018-02-20,"“The Faith of Donald Trump,” a book just out by David Brody and Scott Lamb, is a very interesting read. Enjoy!","“The Faith of Donald Trump,” a book just out by David Brody and Scott Lamb, is a very interesting read. Enjoy!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965780052167286784"", ""Access details here"")"
2018-02-20,"The U.S. economy is looking very good, in my opinion, even better than anticipated. Companies are pouring back into… https://t.co/Sxweprvk7N","The U.S. economy is looking very good, in my opinion, even better than anticipated. Companies are pouring back into… https://t.co/Sxweprvk7N","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965775382598311937"", ""Access details here"")"
2018-02-20,.@MittRomney has announced he is running for the Senate from the wonderful State of Utah. He will make a great Sena… https://t.co/h1RaVb2OVj,.@MittRomney has announced he is running for the Senate from the wonderful State of Utah. He will make a great Sena… https://t.co/h1RaVb2OVj,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965773283554668544"", ""Access details here"")"
2018-02-19,"Obama was President up to, and beyond, the 2016 Election. So why didn’t he do something about Russian meddling?","Obama was President up to, and beyond, the 2016 Election. So why didn’t he do something about Russian meddling?","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965676314576543744"", ""Access details here"")"
2018-02-19,"Have a great, but very reflective, President’s Day!","Have a great, but very reflective, President’s Day!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965582280772276224"", ""Access details here"")"
2018-02-19,"Just watched a very insecure Oprah Winfrey, who at one point I knew very well, interview a panel of people on 60 Mi… https://t.co/7iuf59562i","Just watched a very insecure Oprah Winfrey, who at one point I knew very well, interview a panel of people on 60 Mi… https://t.co/7iuf59562i","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965442990134251520"", ""Access details here"")"
2018-02-18,"My great friends from NASCAR are having their big race today, The Daytona 500. Brian France and the France family a… https://t.co/EWBOQxPW2S","My great friends from NASCAR are having their big race today, The Daytona 500. Brian France and the France family a… https://t.co/EWBOQxPW2S","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/965303158229622785"", ""Access details here"")"
